,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
139687,548336,15036,ASSORTED COLOURS SILK FAN,600,3/30/11 14:06,0.9160507007925291,13082.0,United Kingdom
436998,574257,72818,,-3,11/3/11 13:46,0.0,,United Kingdom
448389,575051,21623,VINTAGE UNION JACK MEMOBOARD,2,11/8/11 12:14,14.022622265977946,15957.0,United Kingdom
357503,568095,90201B,BLACK ENAMEL FLOWER RING,6,9/23/11 14:49,4.157460872827633,14911.0,EIRE
97597,544646,71038,WHITE HANGING BEADS CANDLE HOLDER,4,2/22/11 12:06,7.680732798952745,17075.0,United Kingdom
524884,580610,85049e,SCANDINAVIAN REDS RIBBONS,2,12/5/11 11:48,4.636625854780648,,United Kingdom
71196,542112,22423,REGENCY CAKESTAND 3 TIER,2,1/25/11 13:55,17.968686823238073,13168.0,United Kingdom
333613,566203,84946,ANTIQUE SILVER T-LIGHT GLASS,12,9/9/11 14:47,1.761635963062556,16362.0,United Kingdom
495143,578290,22670,FRENCH WC SIGN BLUE METAL,12,11/23/11 14:07,1.761635963062556,13644.0,United Kingdom
127222,547202,22652,TRAVEL SEWING KIT,1,3/21/11 13:38,2.325359471242574,17841.0,United Kingdom
162039,550496,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,4/18/11 15:05,2.536755786810081,,United Kingdom
43691,540114,84030E,ENGLISH ROSE HOT WATER BOTTLE,8,1/5/11 9:44,5.989562274412691,15498.0,United Kingdom
433290,573909,22913,RED COAT RACK PARIS FASHION,1,11/1/11 15:26,6.9760784137277225,17813.0,United Kingdom
469820,576611,23084,RABBIT NIGHT LIGHT,10,11/15/11 16:29,2.9313622425360935,17357.0,United Kingdom
28767,538658,84360,TABLE LAMP WHITE SHADE WOOD BASE,2,12/13/10 15:34,8.385387184177768,17969.0,United Kingdom
57309,541181,22502,PICNIC BASKET WICKER SMALL,16,1/14/11 11:50,6.9760784137277225,12877.0,United Kingdom
483274,577498,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,11/20/11 12:22,5.284907889187668,15906.0,United Kingdom
152698,549682,22923,FRIDGE MAGNETS LES ENFANTS ASSORTED,12,4/11/11 13:22,1.1979124548825382,12596.0,Spain
117671,546396,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,4,3/11/11 14:35,2.9595484179450944,13226.0,United Kingdom
355656,567959,23205,CHARLOTTE BAG VINTAGE ALPHABET ,20,9/23/11 9:13,1.1979124548825382,12516.0,Germany
505611,579093,20963,APPLE BATH SPONGE,50,11/28/11 10:54,1.761635963062556,13081.0,United Kingdom
250899,559051,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,7/5/11 16:47,35.17634691043312,,United Kingdom
302271,563404,20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8,8/16/11 11:04,5.284907889187668,16303.0,United Kingdom
367164,568869,23288,GREEN VINTAGE SPOT BEAKER,8,9/29/11 12:01,1.1979124548825382,12957.0,United Kingdom
240243,558096,21851,LILAC DIAMANTE PEN IN GIFT BOX,2,6/26/11 13:24,6.9760784137277225,15532.0,United Kingdom
390915,570637,22338,STAR DECORATION PAINTED ZINC ,96,10/11/11 12:34,0.2677686663855085,12530.0,Germany
333456,566195,21877,HOME SWEET HOME MUG,12,9/9/11 13:44,1.761635963062556,12433.0,Norway
257672,559542,23266,SET OF 3 WOODEN STOCKING DECORATION,2,7/10/11 13:32,1.761635963062556,17126.0,United Kingdom
322418,565232,22811,SET OF 6 T-LIGHTS CACTI ,2,9/2/11 9:30,8.15989778090576,,United Kingdom
214686,555602,47504K,ENGLISH ROSE GARDEN SECATEURS,12,6/6/11 11:26,2.7481521023775874,16235.0,United Kingdom
44037,540154,84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,4,1/5/11 11:30,11.93684528571188,,United Kingdom
323771,565331,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,9/2/11 13:59,1.761635963062556,16674.0,United Kingdom
43730,540121,22610,PENS ASSORTED FUNNY FACE,36,1/5/11 10:35,0.2959548417945094,16145.0,United Kingdom
473613,576837,21945,STRAWBERRIES  DESIGN FLANNEL ,3,11/16/11 15:16,2.297173295833573,,United Kingdom
81733,543172,22197,SMALL POPCORN HOLDER,6,2/4/11 9:11,2.297173295833573,,United Kingdom
214606,555590,21668,RED STRIPE CERAMIC DRAWER KNOB,24,6/6/11 9:39,1.761635963062556,17690.0,United Kingdom
233242,557466,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,6/20/11 13:08,5.8486313973676864,13815.0,Germany
366316,568721,22189,CREAM HEART CARD HOLDER,1,9/28/11 16:24,11.68316970703087,,United Kingdom
98655,544684,22635,CHILDS BREAKFAST SET DOLLY GIRL ,1,2/22/11 16:32,28.129803058182898,,United Kingdom
14256,537469,22112,CHOCOLATE HOT WATER BOTTLE,24,12/7/10 10:43,5.989562274412691,17720.0,United Kingdom
495544,578307,22630,DOLLY GIRL LUNCH BOX,2,11/23/11 15:53,2.7481521023775874,17290.0,United Kingdom
164150,550636,37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,1,4/19/11 15:37,11.68316970703087,,United Kingdom
89928,543979,85114A,BLACK ENCHANTED FOREST PLACEMAT,5,2/14/11 15:43,2.325359471242574,14606.0,United Kingdom
530763,580881,23199,JUMBO BAG APPLES,10,12/6/11 12:19,2.9313622425360935,16620.0,United Kingdom
151494,549557,22990,COTTON APRON PANTRY DESIGN,3,4/10/11 12:59,6.9760784137277225,14450.0,United Kingdom
270586,560576,22295,HEART FILIGREE DOVE LARGE,6,7/19/11 14:59,2.325359471242574,17287.0,United Kingdom
142291,548567,23078,ICE CREAM PEN LIP GLOSS ,24,4/1/11 10:34,1.761635963062556,17965.0,United Kingdom
148699,549250,85144,JARDIN ETCHED GLASS CHEESE DISH,1,4/7/11 12:10,2.7481521023775874,14446.0,United Kingdom
180533,552325,23206,LUNCH BAG APPLE DESIGN,10,5/9/11 9:47,2.325359471242574,12490.0,France
120037,546643,85150,LADIES & GENTLEMEN METAL SIGN,6,3/15/11 13:23,3.5937373646476143,16214.0,United Kingdom
205875,554842,22568,FELTCRAFT CUSHION OWL,4,5/26/11 18:17,5.284907889187668,14740.0,United Kingdom
278516,561214,21429,RED GINGHAM ROSE JEWELLERY BOX,1,7/25/11 17:00,5.8204452219586855,,United Kingdom
136328,547962,21714,CITRONELLA CANDLE GARDEN POT,12,3/28/11 15:38,1.761635963062556,12957.0,United Kingdom
48504,540468,22585,PACK OF 6 BIRDY GIFT TAGS,2,1/7/11 13:55,3.5373650138296124,,United Kingdom
506904,579161,23493,VINTAGE DOILY TRAVEL SEWING KIT,5,11/28/11 13:56,2.7481521023775874,17379.0,United Kingdom
270377,560567,22081,RIBBON REEL FLORA + FAUNA ,2,7/19/11 13:57,4.636625854780648,,United Kingdom
159968,550438,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,4/18/11 12:16,11.979124548825382,15265.0,United Kingdom
51415,540646,90214W,"LETTER ""W"" BLING KEY RING",1,1/10/11 14:32,1.1979124548825382,,United Kingdom
99195,544724,85152,HAND OVER THE CHOCOLATE   SIGN ,24,2/23/11 10:46,2.9595484179450944,15605.0,United Kingdom
523298,580505,23350,ROLL WRAP VINTAGE SPOT ,4,12/4/11 13:32,1.761635963062556,15867.0,United Kingdom
523243,580504,23079,TOADSTOOL BEDSIDE LIGHT ,1,12/4/11 13:32,12.613313495527901,17936.0,United Kingdom
496158,578344,22541,MINI JIGSAW LEAP FROG,1,11/24/11 9:21,1.1697262794735372,,United Kingdom
296656,562928,84926D,LA PALMIERA TILE COASTER,24,8/10/11 15:29,0.408699543430513,15494.0,United Kingdom
114257,546008,22136,LOVE HEART SOCK HANGER,1,3/8/11 15:43,4.636625854780648,,United Kingdom
258260,559557,23159,SET OF 5 PANCAKE DAY MAGNETS,12,7/11/11 10:33,2.9313622425360935,17444.0,Canada
414597,572472,22553,PLASTERS IN TIN SKULLS,12,10/24/11 13:34,2.325359471242574,14139.0,United Kingdom
414953,572509,23203,JUMBO BAG VINTAGE DOILY ,2,10/24/11 14:25,2.9313622425360935,17004.0,United Kingdom
492655,C578144,22697,GREEN REGENCY TEACUP AND SAUCER,-3,11/23/11 11:06,4.157460872827633,16201.0,United Kingdom
353486,567805,23333,IVORY WICKER HEART MEDIUM,2,9/22/11 12:15,1.761635963062556,12854.0,United Kingdom
393804,570855,22818,CARD CHRISTMAS VILLAGE,12,10/12/11 14:56,0.5919096835890189,17314.0,United Kingdom
425116,573300,23570,TRADITIONAL PICK UP STICKS GAME ,1,10/28/11 16:10,1.761635963062556,16049.0,United Kingdom
247195,558758,21394,RED POLKADOT BEAKER ,1,7/3/11 12:27,0.5496304204755175,17939.0,United Kingdom
515101,579777,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,2,11/30/11 15:13,1.1697262794735372,,United Kingdom
302910,563477,23292,SPACEBOY CHILDRENS CUP,1,8/16/11 15:39,1.761635963062556,17097.0,Spain
12259,537372,22837,HOT WATER BOTTLE BABUSHKA ,2,12/6/10 12:52,6.5532857825927096,16919.0,United Kingdom
262704,559923,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,1,7/13/11 16:07,9.343717148083797,,United Kingdom
206771,554956,22555,PLASTERS IN TIN STRONGMAN,3,5/27/11 15:17,4.636625854780648,,United Kingdom
168802,551142,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,4,4/26/11 13:22,1.1697262794735372,17613.0,United Kingdom
519048,580134,20668,DISCO BALL CHRISTMAS DECORATION,24,12/1/11 19:24,0.16911705245400538,13102.0,United Kingdom
72636,542255,22697,GREEN REGENCY TEACUP AND SAUCER,6,1/26/11 16:43,8.15989778090576,,United Kingdom
472221,576673,22548,adjustment,4,11/16/11 11:59,0.0,,United Kingdom
449619,575138,21329,DINOSAURS  WRITING SET ,1,11/8/11 15:24,4.636625854780648,,United Kingdom
230129,557123,22998,TRAVEL CARD WALLET KEEP CALM,10,6/16/11 17:56,0.5919096835890189,15555.0,United Kingdom
67175,541827,22659,LUNCH BOX I LOVE LONDON,1,1/21/11 17:05,5.8204452219586855,,United Kingdom
370713,569202,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,6,9/30/11 17:22,3.4668995753071106,,United Kingdom
132907,547708,82551,LAUNDRY 15C METAL SIGN,288,3/24/11 18:34,2.3958249097650763,17450.0,United Kingdom
214859,555633,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2,6/6/11 12:22,4.157460872827633,14534.0,United Kingdom
111640,545812,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,3/7/11 12:26,2.325359471242574,14214.0,United Kingdom
162637,550512,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,4/18/11 16:31,0.9160507007925291,18069.0,United Kingdom
379796,569702,21899,GARAGE KEY FOB,1,10/5/11 16:09,0.9160507007925291,14396.0,United Kingdom
531058,580903,22199,FRYING PAN RED RETROSPOT,1,12/6/11 12:56,1.761635963062556,14606.0,United Kingdom
137783,548167,22386,JUMBO BAG PINK POLKADOT,4,3/29/11 13:45,5.8204452219586855,,United Kingdom
37451,539466,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",20,12/19/10 12:46,0.5919096835890189,12668.0,Germany
386896,570252,23426,METAL SIGN DROP YOUR PANTS,6,10/10/11 9:14,4.07290234660063,14665.0,United Kingdom
441778,574653,22079,RIBBON REEL HEARTS DESIGN ,10,11/6/11 11:30,2.325359471242574,12619.0,Germany
136007,547921,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,3/28/11 13:28,1.761635963062556,14766.0,United Kingdom
512887,579520,23320,GIANT 50'S CHRISTMAS CRACKER,1,11/29/11 18:14,4.07290234660063,12748.0,United Kingdom
137546,548163,21931,JUMBO STORAGE BAG SUKI,3,3/29/11 13:43,5.8204452219586855,,United Kingdom
451975,575303,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,11/9/11 12:34,2.325359471242574,12893.0,United Kingdom
52649,540809,21901,"KEY FOB , BACK DOOR ",24,1/11/11 12:37,0.9160507007925291,18095.0,United Kingdom
502829,578852,21137,BLACK RECORD COVER FRAME,1,11/27/11 11:12,5.284907889187668,17841.0,United Kingdom
509015,579289,23498,CLASSIC BICYCLE CLIPS ,1,11/29/11 11:11,2.0434977171525652,,United Kingdom
520499,580289,23349,ROLL WRAP VINTAGE CHRISTMAS,1,12/2/11 13:32,1.761635963062556,15856.0,United Kingdom
452128,575324,22866,HAND WARMER SCOTTY DOG DESIGN,12,11/9/11 13:45,2.9595484179450944,14240.0,United Kingdom
354487,567880,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6,9/22/11 14:56,3.5937373646476143,15398.0,United Kingdom
117466,546388,22384,LUNCH BAG PINK POLKADOT,2,3/11/11 13:42,6.990171501432223,,United Kingdom
130862,547514,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",6,3/23/11 14:00,4.157460872827633,17486.0,United Kingdom
163350,550542,22286,DECORATION WOBBLY RABBIT METAL ,2,4/19/11 11:37,4.636625854780648,,United Kingdom
223509,556484,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,6/12/11 13:17,3.5937373646476143,16938.0,United Kingdom
363000,568531,22915,ASSORTED BOTTLE TOP  MAGNETS ,18,9/27/11 13:49,0.5919096835890189,16713.0,United Kingdom
390824,570598,22592,CARDHOLDER HOLLY WREATH METAL,4,10/11/11 11:55,5.284907889187668,14175.0,United Kingdom
159710,C550355,M,Manual,-1,4/18/11 10:29,313.9235286177475,13811.0,Germany
372032,569230,46000M,POLYESTER FILLER PAD 45x45cm,4,10/2/11 15:07,2.1844285941975694,16533.0,United Kingdom
75095,542541,22079,RIBBON REEL HEARTS DESIGN ,1,1/28/11 14:25,4.636625854780648,,United Kingdom
74391,542423,22951,60 CAKE CASES DOLLY GIRL DESIGN,48,1/28/11 9:09,0.7751198237475247,15057.0,United Kingdom
387885,570404,23343,JUMBO BAG VINTAGE CHRISTMAS ,1,10/10/11 12:50,2.9313622425360935,16395.0,United Kingdom
166269,550911,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,4/21/11 13:11,1.1979124548825382,12354.0,Spain
331867,566041,23197,SKETCHBOOK MAGNETIC SHOPPING LIST,12,9/8/11 13:48,2.0434977171525652,13814.0,Germany
57019,541129,22619,SET OF 6 SOLDIER SKITTLES,1,1/14/11 10:14,10.513443427557334,,United Kingdom
439487,574475,21544,SKULLS  WATER TRANSFER TATTOOS ,12,11/4/11 12:18,1.1979124548825382,14132.0,United Kingdom
156005,550035,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,30,4/14/11 11:48,2.9313622425360935,15039.0,United Kingdom
354906,567901,21385,IVORY HANGING DECORATION  HEART,4,9/22/11 16:28,2.297173295833573,,United Kingdom
148824,549257,84725,FREESTYLE CANVAS ART PICTURE,1,4/7/11 12:29,2.325359471242574,14465.0,United Kingdom
218836,556072,47590B,PINK HAPPY BIRTHDAY BUNTING,6,6/8/11 14:57,7.680732798952745,16126.0,United Kingdom
231974,557295,POST,POSTAGE,1,6/19/11 13:37,25.367557868100807,12724.0,France
408411,571937,23174,REGENCY SUGAR BOWL GREEN,4,10/20/11 9:28,5.8486313973676864,14911.0,EIRE
314512,564642,22536,MAGIC DRAWING SLATE PURDEY,24,8/26/11 13:22,0.5919096835890189,13527.0,United Kingdom
326085,565472,79321,CHILLI LIGHTS,2,9/5/11 10:15,8.103525430087759,16255.0,United Kingdom
71772,542208,21212,PACK OF 72 RETROSPOT CAKE CASES,120,1/26/11 11:35,0.5919096835890189,16422.0,United Kingdom
518876,580126,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,12/1/11 17:20,2.7481521023775874,12562.0,France
59586,541302,84945,MULTI COLOUR SILVER T-LIGHT HOLDER,12,1/17/11 14:18,1.1979124548825382,13769.0,United Kingdom
192953,553490,90014B,GOLD M PEARL  ORBIT NECKLACE,1,5/17/11 12:44,14.022622265977946,13309.0,United Kingdom
51054,540639,22439,6 ROCKET BALLOONS ,24,1/10/11 12:28,0.9160507007925291,13107.0,United Kingdom
285126,561894,84731,3 BIRDS CANVAS SCREEN,1,7/31/11 15:00,0.5496304204755175,14456.0,United Kingdom
284499,561874,22631,CIRCUS PARADE LUNCH BOX ,1,7/31/11 12:02,2.7481521023775874,16255.0,United Kingdom
395517,571035,20725,LUNCH BAG RED RETROSPOT,10,10/13/11 12:50,2.325359471242574,12446.0,RSA
16226,537645,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,1,12/7/10 15:34,4.735277468712151,,United Kingdom
229097,557012,21469,POLKA DOT RAFFIA FOOD COVER,6,6/16/11 11:51,5.284907889187668,18241.0,United Kingdom
27614,538566,22497,SET OF 2 TINS VINTAGE BATHROOM ,1,12/13/10 11:21,11.93684528571188,,United Kingdom
50198,540550,37444C,PINK BREAKFAST CUP AND SAUCER ,4,1/10/11 9:11,4.157460872827633,12539.0,Spain
391352,570671,22077,6 RIBBONS RUSTIC CHARM,12,10/11/11 14:51,2.7481521023775874,16171.0,United Kingdom
66065,541711,21217,RED RETROSPOT ROUND CAKE TINS,12,1/21/11 11:18,12.613313495527901,14646.0,Netherlands
473517,576837,21000,ROSE DU SUD COSMETICS BAG,1,11/16/11 15:16,4.636625854780648,,United Kingdom
227603,556886,21078,SET/20 STRAWBERRY PAPER NAPKINS ,12,6/15/11 12:34,1.1979124548825382,12624.0,France
519285,580138,23489,VINTAGE BELLS GARLAND,24,12/2/11 8:55,4.07290234660063,13199.0,United Kingdom
223754,556490,23049,RECYCLED ACAPULCO MAT RED,2,6/12/11 14:08,11.62679735621287,13078.0,United Kingdom
501345,578827,22219,LOVEBIRD HANGING DECORATION WHITE ,1,11/25/11 14:25,2.297173295833573,,United Kingdom
